Date and Time,Location Code,Energy kWh
24/1/22 3:00,CWSS_BLK-A,0
24/1/22 3:00,CWSS_BLK-I,0
24/1/22 3:00,CWSS_BLK-CDE,0.03
24/1/22 3:00,CWSS_BLK-B,0
24/1/22 4:00,CWSS_BLK-CDE,0
24/1/22 4:00,CWSS_BLK-I,0
24/1/22 4:00,CWSS_BLK-B,0
24/1/22 4:00,CWSS_BLK-A,0
24/1/22 5:00,CWSS_BLK-A,0
24/1/22 5:00,CWSS_BLK-I,0
24/1/22 5:00,CWSS_BLK-CDE,0
24/1/22 5:00,CWSS_BLK-B,0
24/1/22 6:00,CWSS_BLK-CDE,0
24/1/22 6:00,CWSS_BLK-I,0.03
24/1/22 6:00,CWSS_BLK-A,0
24/1/22 6:00,CWSS_BLK-B,0
24/1/22 7:00,CWSS_BLK-A,0
24/1/22 7:00,CWSS_BLK-CDE,0
24/1/22 7:00,CWSS_BLK-B,0
24/1/22 7:00,CWSS_BLK-I,0
24/1/22 8:00,CWSS_BLK-A,3.33
24/1/22 8:00,CWSS_BLK-B,3.17
24/1/22 8:00,CWSS_BLK-I,2.01
24/1/22 8:00,CWSS_BLK-CDE,3.04
24/1/22 9:00,CWSS_BLK-A,26.87
24/1/22 9:00,CWSS_BLK-B,25.53
24/1/22 9:00,CWSS_BLK-I,14.43
24/1/22 9:00,CWSS_BLK-CDE,26.4
24/1/22 10:00,CWSS_BLK-CDE,59.87
24/1/22 10:00,CWSS_BLK-I,35.36
24/1/22 10:00,CWSS_BLK-A,63.04
24/1/22 10:00,CWSS_BLK-B,56
24/1/22 11:00,CWSS_BLK-CDE,90.46
24/1/22 11:00,CWSS_BLK-I,57.64
24/1/22 11:00,CWSS_BLK-B,83.29
24/1/22 11:00,CWSS_BLK-A,94.72
24/1/22 12:00,CWSS_BLK-I,47.45
24/1/22 12:00,CWSS_BLK-B,65.76
24/1/22 12:00,CWSS_BLK-CDE,71.74
24/1/22 12:00,CWSS_BLK-A,75.2
24/1/22 13:00,CWSS_BLK-I,40.32
24/1/22 13:00,CWSS_BLK-CDE,59.46
24/1/22 13:00,CWSS_BLK-A,62.56
24/1/22 13:00,CWSS_BLK-B,55.17
24/1/22 14:00,CWSS_BLK-A,88.44
24/1/22 14:00,CWSS_BLK-CDE,83.8
24/1/22 14:00,CWSS_BLK-I,57.48
24/1/22 14:00,CWSS_BLK-B,77.34
24/1/22 15:00,CWSS_BLK-I,50.91
24/1/22 15:00,CWSS_BLK-CDE,73.61
24/1/22 15:00,CWSS_BLK-A,77.99
24/1/22 15:00,CWSS_BLK-B,68.1
24/1/22 16:00,CWSS_BLK-A,49.06
24/1/22 16:00,CWSS_BLK-I,32.13
24/1/22 16:00,CWSS_BLK-CDE,46.01
24/1/22 16:00,CWSS_BLK-B,42.91
24/1/22 17:00,CWSS_BLK-A,35.59
24/1/22 17:00,CWSS_BLK-I,23.68
24/1/22 17:00,CWSS_BLK-CDE,33.47
24/1/22 17:00,CWSS_BLK-B,31.2
24/1/22 18:00,CWSS_BLK-I,25.05
24/1/22 18:00,CWSS_BLK-A,34.89
24/1/22 18:00,CWSS_BLK-CDE,33.92
24/1/22 18:00,CWSS_BLK-B,30.21
24/1/22 19:00,CWSS_BLK-B,14.04
24/1/22 19:00,CWSS_BLK-CDE,16.45
24/1/22 19:00,CWSS_BLK-I,12.29
24/1/22 19:00,CWSS_BLK-A,16.83
24/1/22 20:00,CWSS_BLK-A,0.51
24/1/22 20:00,CWSS_BLK-I,0.38
24/1/22 20:00,CWSS_BLK-B,0.38
24/1/22 20:00,CWSS_BLK-CDE,0.51
24/1/22 21:00,CWSS_BLK-B,0
24/1/22 21:00,CWSS_BLK-I,0
24/1/22 21:00,CWSS_BLK-A,0
24/1/22 21:00,CWSS_BLK-CDE,0
25/1/22 1:00,CWSS_BLK-A,0
25/1/22 1:00,CWSS_BLK-I,0
25/1/22 1:00,CWSS_BLK-CDE,0
25/1/22 1:00,CWSS_BLK-B,0
25/1/22 2:00,CWSS_BLK-CDE,0
25/1/22 2:00,CWSS_BLK-B,0
25/1/22 2:00,CWSS_BLK-I,0.03
25/1/22 2:00,CWSS_BLK-A,0
25/1/22 3:00,CWSS_BLK-I,0
25/1/22 3:00,CWSS_BLK-CDE,0
25/1/22 3:00,CWSS_BLK-B,0
25/1/22 3:00,CWSS_BLK-A,0.06
25/1/22 4:00,CWSS_BLK-CDE,0
25/1/22 4:00,CWSS_BLK-I,0
25/1/22 4:00,CWSS_BLK-B,0
25/1/22 4:00,CWSS_BLK-A,0
25/1/22 5:00,CWSS_BLK-I,0
25/1/22 5:00,CWSS_BLK-B,0
25/1/22 5:00,CWSS_BLK-CDE,0
25/1/22 5:00,CWSS_BLK-A,0
25/1/22 6:00,CWSS_BLK-B,0
25/1/22 6:00,CWSS_BLK-A,0
25/1/22 6:00,CWSS_BLK-I,0
25/1/22 6:00,CWSS_BLK-CDE,0
25/1/22 7:00,CWSS_BLK-A,0
25/1/22 7:00,CWSS_BLK-CDE,0
25/1/22 7:00,CWSS_BLK-I,0.03
25/1/22 7:00,CWSS_BLK-B,0
25/1/22 8:00,CWSS_BLK-B,2.62
25/1/22 8:00,CWSS_BLK-I,1.54
25/1/22 8:00,CWSS_BLK-CDE,2.62
25/1/22 8:00,CWSS_BLK-A,2.72
25/1/22 9:00,CWSS_BLK-A,22.04
25/1/22 9:00,CWSS_BLK-CDE,22.24
25/1/22 9:00,CWSS_BLK-B,21.41
25/1/22 9:00,CWSS_BLK-I,10.72
25/1/22 10:00,CWSS_BLK-I,31.68
25/1/22 10:00,CWSS_BLK-A,59.84
25/1/22 10:00,CWSS_BLK-CDE,57.47
25/1/22 10:00,CWSS_BLK-B,53.09
25/1/22 11:00,CWSS_BLK-I,55.97
25/1/22 11:00,CWSS_BLK-A,93.12
25/1/22 11:00,CWSS_BLK-B,82.3
25/1/22 11:00,CWSS_BLK-CDE,88.55
25/1/22 12:00,CWSS_BLK-B,98.14
25/1/22 12:00,CWSS_BLK-CDE,106.3
25/1/22 12:00,CWSS_BLK-A,111.58
25/1/22 12:00,CWSS_BLK-I,69.88
25/1/22 13:00,CWSS_BLK-B,112.41
25/1/22 13:00,CWSS_BLK-CDE,123.71
25/1/22 13:00,CWSS_BLK-A,129.47
25/1/22 13:00,CWSS_BLK-I,82.72
25/1/22 14:00,CWSS_BLK-CDE,114.75
25/1/22 14:00,CWSS_BLK-B,104.71
25/1/22 14:00,CWSS_BLK-I,78.56
25/1/22 14:00,CWSS_BLK-A,120.29
25/1/22 15:00,CWSS_BLK-I,55.01
25/1/22 15:00,CWSS_BLK-CDE,79.65
25/1/22 15:00,CWSS_BLK-A,83.81
25/1/22 15:00,CWSS_BLK-B,71.52
25/1/22 16:00,CWSS_BLK-B,38.4
25/1/22 16:00,CWSS_BLK-I,29.22
25/1/22 16:00,CWSS_BLK-A,43.29
25/1/22 16:00,CWSS_BLK-CDE,40.13
25/1/22 17:00,CWSS_BLK-I,9.79
25/1/22 17:00,CWSS_BLK-B,13.5
25/1/22 17:00,CWSS_BLK-A,14.97
25/1/22 17:00,CWSS_BLK-CDE,13.82
25/1/22 18:00,CWSS_BLK-A,12.61
25/1/22 18:00,CWSS_BLK-I,8.67
25/1/22 18:00,CWSS_BLK-CDE,11.82
25/1/22 18:00,CWSS_BLK-B,11.23
25/1/22 19:00,CWSS_BLK-I,2.11
25/1/22 19:00,CWSS_BLK-B,2.78
25/1/22 19:00,CWSS_BLK-CDE,2.94
25/1/22 19:00,CWSS_BLK-A,3.14
26/1/22 1:00,CWSS_BLK-CDE,0
26/1/22 1:00,CWSS_BLK-B,0
26/1/22 1:00,CWSS_BLK-A,0
26/1/22 1:00,CWSS_BLK-I,0
26/1/22 2:00,CWSS_BLK-I,0.03
26/1/22 2:00,CWSS_BLK-CDE,0
26/1/22 2:00,CWSS_BLK-B,0
26/1/22 2:00,CWSS_BLK-A,0.03
26/1/22 3:00,CWSS_BLK-B,0
26/1/22 3:00,CWSS_BLK-I,0
26/1/22 3:00,CWSS_BLK-CDE,0
26/1/22 3:00,CWSS_BLK-A,0
26/1/22 4:00,CWSS_BLK-B,0
26/1/22 4:00,CWSS_BLK-A,0
26/1/22 4:00,CWSS_BLK-CDE,0
26/1/22 4:00,CWSS_BLK-I,0
26/1/22 5:00,CWSS_BLK-I,0
26/1/22 5:00,CWSS_BLK-A,0
26/1/22 5:00,CWSS_BLK-B,0
26/1/22 5:00,CWSS_BLK-CDE,0
26/1/22 6:00,CWSS_BLK-B,0
26/1/22 6:00,CWSS_BLK-A,0
26/1/22 6:00,CWSS_BLK-I,0
26/1/22 6:00,CWSS_BLK-CDE,0
26/1/22 7:00,CWSS_BLK-B,0
26/1/22 7:00,CWSS_BLK-I,0.03
26/1/22 7:00,CWSS_BLK-CDE,0
26/1/22 7:00,CWSS_BLK-A,0
26/1/22 8:00,CWSS_BLK-A,2.91
26/1/22 8:00,CWSS_BLK-CDE,2.72
26/1/22 8:00,CWSS_BLK-I,1.82
26/1/22 8:00,CWSS_BLK-B,2.78
26/1/22 9:00,CWSS_BLK-I,11.77
26/1/22 9:00,CWSS_BLK-CDE,17.73
26/1/22 9:00,CWSS_BLK-A,18.91
26/1/22 9:00,CWSS_BLK-B,17.38
26/1/22 10:00,CWSS_BLK-I,25.05
26/1/22 10:00,CWSS_BLK-A,42.18
26/1/22 10:00,CWSS_BLK-B,37.78
26/1/22 10:00,CWSS_BLK-CDE,39.87
26/1/22 11:00,CWSS_BLK-I,40.33
26/1/22 11:00,CWSS_BLK-A,64.35
26/1/22 11:00,CWSS_BLK-B,56.98
26/1/22 11:00,CWSS_BLK-CDE,60.9
26/1/22 12:00,CWSS_BLK-CDE,90.75
26/1/22 12:00,CWSS_BLK-I,59.39
26/1/22 12:00,CWSS_BLK-A,96
26/1/22 12:00,CWSS_BLK-B,85.59
26/1/22 13:00,CWSS_BLK-A,100.48
26/1/22 13:00,CWSS_BLK-I,66.08
26/1/22 13:00,CWSS_BLK-B,87.65
26/1/22 13:00,CWSS_BLK-CDE,95.62
26/1/22 14:00,CWSS_BLK-B,100.29
26/1/22 14:00,CWSS_BLK-A,118.76
26/1/22 14:00,CWSS_BLK-CDE,111.43
26/1/22 14:00,CWSS_BLK-I,75.81
26/1/22 15:00,CWSS_BLK-CDE,68.07
26/1/22 15:00,CWSS_BLK-I,46.08
26/1/22 15:00,CWSS_BLK-A,71.65
26/1/22 15:00,CWSS_BLK-B,62.57
26/1/22 16:00,CWSS_BLK-I,54.82
26/1/22 16:00,CWSS_BLK-A,81.19
26/1/22 16:00,CWSS_BLK-B,68.8
26/1/22 16:00,CWSS_BLK-CDE,77.88
26/1/22 17:00,CWSS_BLK-A,58.47
26/1/22 17:00,CWSS_BLK-B,49.61
26/1/22 17:00,CWSS_BLK-I,40.12
26/1/22 17:00,CWSS_BLK-CDE,57.28
26/1/22 18:00,CWSS_BLK-B,25.77
26/1/22 18:00,CWSS_BLK-A,30.87
26/1/22 18:00,CWSS_BLK-I,21.79
26/1/22 18:00,CWSS_BLK-CDE,30.19
26/1/22 19:00,CWSS_BLK-CDE,11.73
26/1/22 19:00,CWSS_BLK-A,12
26/1/22 19:00,CWSS_BLK-B,9.92
26/1/22 19:00,CWSS_BLK-I,8.8
26/1/22 20:00,CWSS_BLK-I,0.22
26/1/22 20:00,CWSS_BLK-CDE,0.29
26/1/22 20:00,CWSS_BLK-B,0.19
26/1/22 20:00,CWSS_BLK-A,0.29
26/1/22 21:00,CWSS_BLK-CDE,0
26/1/22 21:00,CWSS_BLK-B,0
26/1/22 21:00,CWSS_BLK-A,0
26/1/22 21:00,CWSS_BLK-I,0
27/1/22 1:00,CWSS_BLK-I,0.03
27/1/22 1:00,CWSS_BLK-CDE,0
27/1/22 1:00,CWSS_BLK-A,0
27/1/22 1:00,CWSS_BLK-B,0
27/1/22 2:00,CWSS_BLK-CDE,0
27/1/22 2:00,CWSS_BLK-A,0
27/1/22 2:00,CWSS_BLK-B,0
27/1/22 2:00,CWSS_BLK-I,0
27/1/22 3:00,CWSS_BLK-CDE,0
27/1/22 3:00,CWSS_BLK-B,0
27/1/22 3:00,CWSS_BLK-I,0
27/1/22 3:00,CWSS_BLK-A,0
27/1/22 4:00,CWSS_BLK-B,0
27/1/22 4:00,CWSS_BLK-CDE,0
27/1/22 4:00,CWSS_BLK-A,0
27/1/22 4:00,CWSS_BLK-I,0
27/1/22 5:00,CWSS_BLK-I,0
27/1/22 5:00,CWSS_BLK-B,0
27/1/22 5:00,CWSS_BLK-CDE,0
27/1/22 5:00,CWSS_BLK-A,0
27/1/22 6:00,CWSS_BLK-I,0.03
27/1/22 6:00,CWSS_BLK-CDE,0
27/1/22 6:00,CWSS_BLK-A,0.03
27/1/22 6:00,CWSS_BLK-B,0
27/1/22 7:00,CWSS_BLK-A,0
27/1/22 7:00,CWSS_BLK-CDE,0
27/1/22 7:00,CWSS_BLK-I,0
27/1/22 7:00,CWSS_BLK-B,0
27/1/22 8:00,CWSS_BLK-A,3.49
27/1/22 8:00,CWSS_BLK-B,3.35
27/1/22 8:00,CWSS_BLK-I,2.05
27/1/22 8:00,CWSS_BLK-CDE,3.26
27/1/22 9:00,CWSS_BLK-A,25.34
27/1/22 9:00,CWSS_BLK-I,13.89
27/1/22 9:00,CWSS_BLK-B,24.48
27/1/22 9:00,CWSS_BLK-CDE,24.93
27/1/22 10:00,CWSS_BLK-I,38.88
27/1/22 10:00,CWSS_BLK-B,60.76
27/1/22 10:00,CWSS_BLK-CDE,64.81
27/1/22 10:00,CWSS_BLK-A,68
27/1/22 11:00,CWSS_BLK-B,83.65
27/1/22 11:00,CWSS_BLK-CDE,90.59
27/1/22 11:00,CWSS_BLK-I,57.43
27/1/22 11:00,CWSS_BLK-A,95.68
27/1/22 12:00,CWSS_BLK-I,57.89
27/1/22 12:00,CWSS_BLK-B,80.83
27/1/22 12:00,CWSS_BLK-A,90.71
27/1/22 12:00,CWSS_BLK-CDE,86.37
27/1/22 13:00,CWSS_BLK-CDE,91.39
27/1/22 13:00,CWSS_BLK-A,96.29
27/1/22 13:00,CWSS_BLK-B,82.68
27/1/22 13:00,CWSS_BLK-I,60.14
27/1/22 14:00,CWSS_BLK-CDE,94.08
27/1/22 14:00,CWSS_BLK-I,64.32
27/1/22 14:00,CWSS_BLK-B,85.64
27/1/22 14:00,CWSS_BLK-A,98.46
27/1/22 15:00,CWSS_BLK-A,111.04
27/1/22 15:00,CWSS_BLK-CDE,106.21
27/1/22 15:00,CWSS_BLK-I,73.05
27/1/22 15:00,CWSS_BLK-B,93.76
27/1/22 16:00,CWSS_BLK-CDE,70.63
27/1/22 16:00,CWSS_BLK-I,49.56
27/1/22 16:00,CWSS_BLK-A,73.56
27/1/22 16:00,CWSS_BLK-B,63.68
27/1/22 17:00,CWSS_BLK-B,50.09
27/1/22 17:00,CWSS_BLK-I,41.6
27/1/22 17:00,CWSS_BLK-A,59.3
27/1/22 17:00,CWSS_BLK-CDE,57.82
27/1/22 18:00,CWSS_BLK-CDE,46.49
27/1/22 18:00,CWSS_BLK-B,39.72
27/1/22 18:00,CWSS_BLK-I,34.14
27/1/22 18:00,CWSS_BLK-A,47.39
27/1/22 19:00,CWSS_BLK-B,8.45
27/1/22 19:00,CWSS_BLK-A,10.07
27/1/22 19:00,CWSS_BLK-CDE,9.86
27/1/22 19:00,CWSS_BLK-I,7.18
27/1/22 20:00,CWSS_BLK-A,0.48
27/1/22 20:00,CWSS_BLK-B,0.38
27/1/22 20:00,CWSS_BLK-CDE,0.48
27/1/22 20:00,CWSS_BLK-I,0.38
27/1/22 21:00,CWSS_BLK-CDE,0
27/1/22 21:00,CWSS_BLK-B,0
27/1/22 21:00,CWSS_BLK-A,0
27/1/22 21:00,CWSS_BLK-I,0
28/1/22 1:00,CWSS_BLK-B,0
28/1/22 1:00,CWSS_BLK-CDE,0
28/1/22 1:00,CWSS_BLK-A,0
28/1/22 1:00,CWSS_BLK-I,0.03
28/1/22 2:00,CWSS_BLK-A,0
28/1/22 2:00,CWSS_BLK-I,0
28/1/22 2:00,CWSS_BLK-B,0
28/1/22 2:00,CWSS_BLK-CDE,0
28/1/22 3:00,CWSS_BLK-CDE,0
28/1/22 3:00,CWSS_BLK-A,0
28/1/22 3:00,CWSS_BLK-I,0.03
28/1/22 3:00,CWSS_BLK-B,0
28/1/22 4:00,CWSS_BLK-B,0
28/1/22 4:00,CWSS_BLK-A,0
28/1/22 4:00,CWSS_BLK-CDE,0
28/1/22 4:00,CWSS_BLK-I,0
28/1/22 5:00,CWSS_BLK-I,0
28/1/22 5:00,CWSS_BLK-A,0
28/1/22 5:00,CWSS_BLK-CDE,0
28/1/22 5:00,CWSS_BLK-B,0
28/1/22 6:00,CWSS_BLK-A,0
28/1/22 6:00,CWSS_BLK-I,0
28/1/22 6:00,CWSS_BLK-B,0
28/1/22 6:00,CWSS_BLK-CDE,0
28/1/22 7:00,CWSS_BLK-A,0
28/1/22 7:00,CWSS_BLK-B,0
28/1/22 7:00,CWSS_BLK-CDE,0
28/1/22 7:00,CWSS_BLK-I,0
28/1/22 8:00,CWSS_BLK-A,2.4
28/1/22 8:00,CWSS_BLK-I,1.41
28/1/22 8:00,CWSS_BLK-B,2.3
28/1/22 8:00,CWSS_BLK-CDE,2.27
28/1/22 9:00,CWSS_BLK-B,22.3
28/1/22 9:00,CWSS_BLK-I,10.2
28/1/22 9:00,CWSS_BLK-A,21.73
28/1/22 9:00,CWSS_BLK-CDE,22.5
28/1/22 10:00,CWSS_BLK-CDE,62.91
28/1/22 10:00,CWSS_BLK-A,65.48
28/1/22 10:00,CWSS_BLK-B,58.15
28/1/22 10:00,CWSS_BLK-I,33.37
28/1/22 11:00,CWSS_BLK-CDE,91.3
28/1/22 11:00,CWSS_BLK-I,57.82
28/1/22 11:00,CWSS_BLK-B,84.34
28/1/22 11:00,CWSS_BLK-A,95.65
28/1/22 12:00,CWSS_BLK-CDE,115.23
28/1/22 12:00,CWSS_BLK-I,75.62
28/1/22 12:00,CWSS_BLK-A,120.92
28/1/22 12:00,CWSS_BLK-B,105.86
28/1/22 13:00,CWSS_BLK-A,131.36
28/1/22 13:00,CWSS_BLK-I,83.89
28/1/22 13:00,CWSS_BLK-CDE,125.21
28/1/22 13:00,CWSS_BLK-B,114.11
28/1/22 14:00,CWSS_BLK-I,75.04
28/1/22 14:00,CWSS_BLK-B,99.08
28/1/22 14:00,CWSS_BLK-CDE,112.93
28/1/22 14:00,CWSS_BLK-A,118.11
28/1/22 15:00,CWSS_BLK-B,80.14
28/1/22 15:00,CWSS_BLK-I,61.05
28/1/22 15:00,CWSS_BLK-CDE,89.57
28/1/22 15:00,CWSS_BLK-A,92.43
28/1/22 16:00,CWSS_BLK-B,58.46
28/1/22 16:00,CWSS_BLK-A,68.48
28/1/22 16:00,CWSS_BLK-CDE,65.47
28/1/22 16:00,CWSS_BLK-I,45.92
28/1/22 17:00,CWSS_BLK-B,13.95
28/1/22 17:00,CWSS_BLK-CDE,14.87
28/1/22 17:00,CWSS_BLK-I,11.2
28/1/22 17:00,CWSS_BLK-A,15.58
28/1/22 18:00,CWSS_BLK-A,7.84
28/1/22 18:00,CWSS_BLK-CDE,7.36
28/1/22 18:00,CWSS_BLK-I,5.09
28/1/22 18:00,CWSS_BLK-B,6.72
28/1/22 19:00,CWSS_BLK-CDE,2.66
28/1/22 19:00,CWSS_BLK-A,2.86
28/1/22 19:00,CWSS_BLK-I,1.92
28/1/22 19:00,CWSS_BLK-B,2.59
28/1/22 20:00,CWSS_BLK-B,0.29
28/1/22 20:00,CWSS_BLK-A,0.38
28/1/22 20:00,CWSS_BLK-CDE,0.38
28/1/22 20:00,CWSS_BLK-I,0.26
28/1/22 21:00,CWSS_BLK-B,0
28/1/22 21:00,CWSS_BLK-A,0
28/1/22 21:00,CWSS_BLK-CDE,0
28/1/22 21:00,CWSS_BLK-I,0
29/1/22 1:00,CWSS_BLK-B,0
29/1/22 1:00,CWSS_BLK-I,0.03
29/1/22 1:00,CWSS_BLK-CDE,0
29/1/22 1:00,CWSS_BLK-A,0.03
29/1/22 2:00,CWSS_BLK-A,0
29/1/22 2:00,CWSS_BLK-I,0
29/1/22 2:00,CWSS_BLK-CDE,0
29/1/22 2:00,CWSS_BLK-B,0
29/1/22 3:00,CWSS_BLK-CDE,0
29/1/22 3:00,CWSS_BLK-B,0
29/1/22 3:00,CWSS_BLK-A,0
29/1/22 3:00,CWSS_BLK-I,0
29/1/22 4:00,CWSS_BLK-I,0
29/1/22 4:00,CWSS_BLK-CDE,0
29/1/22 4:00,CWSS_BLK-B,0
29/1/22 4:00,CWSS_BLK-A,0
29/1/22 5:00,CWSS_BLK-A,0
29/1/22 5:00,CWSS_BLK-CDE,0
29/1/22 5:00,CWSS_BLK-I,0.03
29/1/22 5:00,CWSS_BLK-B,0
29/1/22 6:00,CWSS_BLK-I,0
29/1/22 6:00,CWSS_BLK-A,0
29/1/22 6:00,CWSS_BLK-CDE,0
29/1/22 6:00,CWSS_BLK-B,0
29/1/22 7:00,CWSS_BLK-CDE,0
29/1/22 7:00,CWSS_BLK-B,0
29/1/22 7:00,CWSS_BLK-A,0
29/1/22 7:00,CWSS_BLK-I,0
29/1/22 8:00,CWSS_BLK-I,1.48
29/1/22 8:00,CWSS_BLK-A,2.53
29/1/22 8:00,CWSS_BLK-B,2.46
29/1/22 8:00,CWSS_BLK-CDE,2.44
29/1/22 9:00,CWSS_BLK-A,23.14
29/1/22 9:00,CWSS_BLK-B,23.91
29/1/22 9:00,CWSS_BLK-I,10.87
29/1/22 9:00,CWSS_BLK-CDE,23.81
29/1/22 10:00,CWSS_BLK-CDE,58.69
29/1/22 10:00,CWSS_BLK-I,32.25
29/1/22 10:00,CWSS_BLK-B,54.59
29/1/22 10:00,CWSS_BLK-A,61.38
29/1/22 11:00,CWSS_BLK-A,95.35
29/1/22 11:00,CWSS_BLK-CDE,91.05
29/1/22 11:00,CWSS_BLK-B,84.04
29/1/22 11:00,CWSS_BLK-I,57.15
29/1/22 12:00,CWSS_BLK-CDE,109.86
29/1/22 12:00,CWSS_BLK-A,115.33
29/1/22 12:00,CWSS_BLK-B,101.05
29/1/22 12:00,CWSS_BLK-I,71.96
29/1/22 13:00,CWSS_BLK-I,75.97
29/1/22 13:00,CWSS_BLK-A,120.48
29/1/22 13:00,CWSS_BLK-B,102.25
29/1/22 13:00,CWSS_BLK-CDE,113.92
29/1/22 14:00,CWSS_BLK-I,75.82
29/1/22 14:00,CWSS_BLK-B,97.31
29/1/22 14:00,CWSS_BLK-CDE,110.79
29/1/22 14:00,CWSS_BLK-A,116.58
29/1/22 15:00,CWSS_BLK-I,63.27
29/1/22 15:00,CWSS_BLK-B,77.09
29/1/22 15:00,CWSS_BLK-A,98.5
29/1/22 15:00,CWSS_BLK-CDE,92.97
29/1/22 16:00,CWSS_BLK-A,114.44
29/1/22 16:00,CWSS_BLK-I,75.88
29/1/22 16:00,CWSS_BLK-B,97.44
29/1/22 16:00,CWSS_BLK-CDE,108.58
29/1/22 17:00,CWSS_BLK-B,76.89
29/1/22 17:00,CWSS_BLK-CDE,86.59
29/1/22 17:00,CWSS_BLK-I,62.08
29/1/22 17:00,CWSS_BLK-A,90.11
29/1/22 18:00,CWSS_BLK-A,19.04
29/1/22 18:00,CWSS_BLK-CDE,18.4
29/1/22 18:00,CWSS_BLK-B,16.09
29/1/22 18:00,CWSS_BLK-I,13.5
29/1/22 19:00,CWSS_BLK-I,8.45
29/1/22 19:00,CWSS_BLK-CDE,11.55
29/1/22 19:00,CWSS_BLK-B,10.34
29/1/22 19:00,CWSS_BLK-A,11.94
29/1/22 20:00,CWSS_BLK-A,0.51
29/1/22 20:00,CWSS_BLK-B,0.35
29/1/22 20:00,CWSS_BLK-CDE,0.48
29/1/22 20:00,CWSS_BLK-I,0.35
29/1/22 21:00,CWSS_BLK-I,0
29/1/22 21:00,CWSS_BLK-B,0
29/1/22 21:00,CWSS_BLK-CDE,0
29/1/22 21:00,CWSS_BLK-A,0
30/1/22 1:00,CWSS_BLK-CDE,0
30/1/22 1:00,CWSS_BLK-I,0.03
30/1/22 1:00,CWSS_BLK-A,0
30/1/22 1:00,CWSS_BLK-B,0
30/1/22 2:00,CWSS_BLK-A,0
30/1/22 2:00,CWSS_BLK-B,0
30/1/22 2:00,CWSS_BLK-I,0
30/1/22 2:00,CWSS_BLK-CDE,0
30/1/22 3:00,CWSS_BLK-B,0
30/1/22 3:00,CWSS_BLK-A,0
30/1/22 3:00,CWSS_BLK-I,0.03
30/1/22 3:00,CWSS_BLK-CDE,0
30/1/22 4:00,CWSS_BLK-A,0
30/1/22 4:00,CWSS_BLK-CDE,0
30/1/22 4:00,CWSS_BLK-B,0
30/1/22 4:00,CWSS_BLK-I,0
30/1/22 5:00,CWSS_BLK-B,0
30/1/22 5:00,CWSS_BLK-CDE,0
30/1/22 5:00,CWSS_BLK-I,0
30/1/22 5:00,CWSS_BLK-A,0
30/1/22 6:00,CWSS_BLK-I,0
30/1/22 6:00,CWSS_BLK-B,0
30/1/22 6:00,CWSS_BLK-A,0
30/1/22 6:00,CWSS_BLK-CDE,0
30/1/22 7:00,CWSS_BLK-CDE,0
30/1/22 7:00,CWSS_BLK-A,0
30/1/22 7:00,CWSS_BLK-I,0
30/1/22 7:00,CWSS_BLK-B,0
30/1/22 8:00,CWSS_BLK-A,2.94
30/1/22 8:00,CWSS_BLK-CDE,2.78
30/1/22 8:00,CWSS_BLK-B,2.91
30/1/22 8:00,CWSS_BLK-I,1.73
30/1/22 9:00,CWSS_BLK-B,23.01
30/1/22 9:00,CWSS_BLK-I,11.24
30/1/22 9:00,CWSS_BLK-CDE,23.16
30/1/22 9:00,CWSS_BLK-A,22.94
30/1/22 10:00,CWSS_BLK-I,32.83
30/1/22 10:00,CWSS_BLK-A,62.41
30/1/22 10:00,CWSS_BLK-B,55.64
30/1/22 10:00,CWSS_BLK-CDE,59.72
30/1/22 11:00,CWSS_BLK-B,82.7
30/1/22 11:00,CWSS_BLK-CDE,89.28
30/1/22 11:00,CWSS_BLK-A,93.57
30/1/22 11:00,CWSS_BLK-I,56.12
30/1/22 12:00,CWSS_BLK-A,112.26
30/1/22 12:00,CWSS_BLK-B,98.56
30/1/22 12:00,CWSS_BLK-CDE,106.98
30/1/22 12:00,CWSS_BLK-I,70.01
30/1/22 13:00,CWSS_BLK-B,85.4
30/1/22 13:00,CWSS_BLK-I,70.24
30/1/22 13:00,CWSS_BLK-CDE,106.56
30/1/22 13:00,CWSS_BLK-A,110.79
30/1/22 14:00,CWSS_BLK-I,62.5
30/1/22 14:00,CWSS_BLK-CDE,90.21
30/1/22 14:00,CWSS_BLK-B,72.8
30/1/22 14:00,CWSS_BLK-A,94.72
30/1/22 15:00,CWSS_BLK-B,53.18
30/1/22 15:00,CWSS_BLK-I,41.47
30/1/22 15:00,CWSS_BLK-CDE,60.48
30/1/22 15:00,CWSS_BLK-A,64.22
30/1/22 16:00,CWSS_BLK-A,20.77
30/1/22 16:00,CWSS_BLK-CDE,19.65
30/1/22 16:00,CWSS_BLK-B,18.05
30/1/22 16:00,CWSS_BLK-I,13.57
30/1/22 17:00,CWSS_BLK-A,18.98
30/1/22 17:00,CWSS_BLK-CDE,18.02
30/1/22 17:00,CWSS_BLK-B,16.32
30/1/22 17:00,CWSS_BLK-I,12.68
30/1/22 18:00,CWSS_BLK-B,5.89
30/1/22 18:00,CWSS_BLK-I,4.36
30/1/22 18:00,CWSS_BLK-CDE,6.31
30/1/22 18:00,CWSS_BLK-A,6.69
30/1/22 19:00,CWSS_BLK-I,1.5
30/1/22 19:00,CWSS_BLK-A,2.4
30/1/22 19:00,CWSS_BLK-B,2.05
